Freq_MHz,Timestamp_ms,RSSI_dBm,Data_Hex
919.92,15945,-74.0,N/A
920.16,16053,-74.0,N/A
920.39,16105,-74.0,N/A
920.62,16155,-74.0,N/A
920.86,16211,-74.0,N/A
921.09,16269,-74.0,N/A
921.33,16323,-74.0,N/A
921.56,16382,-74.0,N/A
921.80,16435,-74.0,N/A
922.03,16536,-74.0,N/A
922.27,16589,-74.0,N/A
922.50,16646,-74.0,N/A
922.73,16704,-74.0,N/A
922.97,16758,-74.0,N/A
923.20,16815,-74.0,N/A
923.44,16870,-74.0,N/A
923.67,16922,-74.0,N/A
923.91,17023,-74.0,N/A
924.14,17078,-74.0,N/A
924.37,17133,-74.0,N/A
924.61,17188,-74.0,N/A
924.84,17240,-74.0,N/A
925.08,17296,-74.0,N/A
925.31,17350,-74.0,N/A
925.55,17409,-74.0,N/A
925.78,17523,-74.0,N/A
926.02,17578,-74.0,N/A
926.25,17634,-74.0,N/A
926.48,17688,-74.0,N/A
926.72,17743,-74.0,N/A
926.95,17805,-74.0,N/A
927.19,17861,-74.0,N/A
927.42,17916,-74.0,N/A
927.66,18075,-74.0,N/A
927.89,18135,-74.0,N/A
900.00,18191,-74.0,N/A
900.23,18247,-74.0,N/A
900.47,18307,-74.0,N/A
900.70,18370,-74.0,N/A
900.94,18430,-74.0,N/A
901.17,18490,-74.0,N/A
901.41,18597,-74.0,N/A
901.64,18651,-74.0,N/A
901.87,18709,-74.0,N/A
902.11,18765,-74.0,N/A
902.34,18822,-74.0,N/A
902.58,18882,-74.0,N/A
902.81,18944,-74.0,N/A
903.05,19003,-74.0,N/A
903.28,19120,-74.0,N/A
903.52,19178,-74.0,N/A
903.75,19233,-74.0,N/A
903.98,19293,-74.0,N/A
904.22,19350,-74.0,N/A
904.45,19417,-74.0,N/A
904.69,19479,-74.0,N/A
904.92,19541,-74.0,N/A
905.16,19648,-74.0,N/A
905.39,19706,-74.0,N/A
905.62,19767,-74.0,N/A
905.86,19827,-74.0,N/A
906.09,19886,-74.0,N/A
906.33,19950,-74.0,N/A
906.56,20012,-74.0,N/A
906.80,20074,-74.0,N/A
907.03,20184,-74.0,N/A
907.27,20246,-74.0,N/A
907.50,20309,-74.0,N/A
907.73,20368,-74.0,N/A
907.97,20433,-74.0,N/A
908.20,20501,-74.0,N/A
908.44,20563,-74.0,N/A
908.67,20625,-74.0,N/A
908.91,20742,-74.0,N/A
909.14,20804,-74.0,N/A
909.37,20865,-74.0,N/A
909.61,20928,-74.0,N/A
909.84,20990,-74.0,N/A
910.08,21055,-74.0,N/A
910.31,21115,-74.0,N/A
910.55,21181,-74.0,N/A
910.78,21298,-74.0,N/A
911.02,21362,-74.0,N/A
911.25,21423,-74.0,N/A
911.48,21488,-74.0,N/A
911.72,21552,-74.0,N/A
911.95,21616,-74.0,N/A
912.19,21685,-74.0,N/A
912.42,21751,-74.0,N/A
912.66,21863,-74.0,N/A
912.89,21927,-74.0,N/A
913.12,21992,-74.0,N/A
913.36,22062,-74.0,N/A
913.59,22125,-74.0,N/A
913.83,22190,-74.0,N/A
914.06,22252,-74.0,N/A
914.30,22320,-74.0,N/A
914.53,22436,-74.0,N/A
914.77,22502,-74.0,N/A
915.00,22566,-74.0,N/A
915.23,22630,-74.0,N/A
915.47,22697,-74.0,N/A
915.70,22764,-74.0,N/A
915.94,22828,-74.0,N/A
916.17,22894,-74.0,N/A
916.41,23018,-74.0,N/A
916.64,23082,-74.0,N/A
916.87,23148,-74.0,N/A
917.11,23217,-74.0,N/A
917.34,23289,-74.0,N/A
917.58,23367,-74.0,N/A
917.81,23435,-74.0,N/A
918.05,23501,-74.0,N/A
918.28,23628,-74.0,N/A
918.52,23703,-74.0,N/A
918.75,23772,-74.0,N/A
918.98,23844,-74.0,N/A
919.22,23910,-74.0,N/A
919.45,23977,-74.0,N/A
919.69,24046,-74.0,N/A
919.92,24118,-74.0,N/A
920.16,24244,-74.0,N/A
920.39,24310,-74.0,N/A
920.62,24379,-74.0,N/A
920.86,24448,-74.0,N/A
921.09,24514,-74.0,N/A
921.33,24585,-74.0,N/A
921.56,24655,-74.0,N/A
921.80,24725,-74.0,N/A
922.03,24846,-74.0,N/A
922.27,24931,-74.0,N/A
922.50,24978,-74.0,N/A
922.73,25025,-74.0,N/A
922.97,25078,-74.0,N/A
923.20,25126,-74.0,N/A
923.44,25174,-74.0,N/A
923.67,25220,-74.0,N/A
923.91,25313,-74.0,N/A
924.14,25365,-74.0,N/A
924.37,25411,-74.0,N/A
924.61,25458,-74.0,N/A
924.84,25508,-74.0,N/A
925.08,25559,-74.0,N/A
925.31,25609,-74.0,N/A
925.55,25659,-74.0,N/A
925.78,25763,-74.0,N/A
926.02,25817,-74.0,N/A
926.25,25864,-74.0,N/A
926.48,25914,-74.0,N/A
926.72,25962,-74.0,N/A
926.95,26009,-74.0,N/A
927.19,26062,-74.0,N/A
927.42,26113,-74.0,N/A
0.00,2350,-1.0,N/A
900.00,3032,-74.0,N/A
900.23,3083,-74.0,N/A
900.47,3141,-74.0,N/A
900.70,3191,-74.0,N/A
900.94,3239,-74.0,N/A
901.17,3289,-74.0,N/A
901.41,3338,-74.0,N/A
901.64,3397,-74.0,N/A
901.87,3504,-74.0,N/A
902.11,3554,-74.0,N/A
902.34,3603,-74.0,N/A
902.58,3654,-74.0,N/A
902.81,3709,-74.0,N/A
903.05,3759,-74.0,N/A
903.28,3809,-74.0,N/A
903.52,3866,-74.0,N/A
903.75,3968,-74.0,N/A
903.98,4021,-74.0,N/A
904.22,4072,-74.0,N/A
904.45,4128,-74.0,N/A
904.69,4182,-74.0,N/A
904.92,4233,-74.0,N/A
905.16,4287,-74.0,N/A
905.39,4344,-74.0,N/A
905.62,4445,-74.0,N/A
905.86,4496,-74.0,N/A
906.09,4553,-74.0,N/A
906.33,4606,-74.0,N/A
906.56,4658,-74.0,N/A
906.80,4714,-74.0,N/A
907.03,4768,-74.0,N/A
907.27,4825,-74.0,N/A
907.50,4920,-74.0,N/A
907.73,4977,-74.0,N/A
907.97,5036,-74.0,N/A
908.20,5091,-74.0,N/A
908.44,5143,-74.0,N/A
908.67,5200,-74.0,N/A
908.91,5255,-74.0,N/A
909.14,5309,-74.0,N/A
909.37,5416,-74.0,N/A
909.61,5473,-74.0,N/A
909.84,5526,-74.0,N/A
910.08,5581,-74.0,N/A
910.31,5638,-74.0,N/A
910.55,5699,-74.0,N/A
910.78,5754,-74.0,N/A
911.02,5811,-74.0,N/A
911.25,5907,-74.0,N/A
911.48,5964,-74.0,N/A
911.72,6019,-74.0,N/A
911.95,6076,-74.0,N/A
912.19,6132,-74.0,N/A
912.42,6187,-74.0,N/A
912.66,6244,-74.0,N/A
912.89,6303,-74.0,N/A
913.12,6407,-74.0,N/A
913.36,6462,-74.0,N/A
913.59,6525,-74.0,N/A
913.83,6582,-74.0,N/A
914.06,6638,-74.0,N/A
914.30,6699,-74.0,N/A
914.53,6762,-74.0,N/A
914.77,6835,-74.0,N/A
915.00,6938,-74.0,N/A
915.23,6993,-74.0,N/A
915.47,7056,-74.0,N/A
915.70,7121,-74.0,N/A
915.94,7181,-74.0,N/A
916.17,7245,-74.0,N/A
916.41,7304,-74.0,N/A
916.64,7361,-74.0,N/A
916.87,7470,-74.0,N/A
917.11,7534,-74.0,N/A
917.34,7598,-74.0,N/A
917.58,7658,-74.0,N/A
917.81,7715,-74.0,N/A
918.05,7775,-74.0,N/A
918.28,7835,-74.0,N/A
918.52,7894,-74.0,N/A
918.75,8001,-74.0,N/A
918.98,8058,-74.0,N/A
919.22,8119,-74.0,N/A
919.45,8177,-74.0,N/A
919.69,8240,-74.0,N/A
919.92,8300,-74.0,N/A
920.16,8364,-74.0,N/A
920.39,8434,-74.0,N/A
920.62,8549,-74.0,N/A
920.86,8612,-74.0,N/A
921.09,8672,-74.0,N/A
921.33,8731,-74.0,N/A
921.56,8799,-74.0,N/A
921.80,8860,-74.0,N/A
922.03,8923,-74.0,N/A
922.27,8987,-74.0,N/A
922.50,9095,-74.0,N/A
922.73,9156,-74.0,N/A
922.97,9218,-74.0,N/A
923.20,9281,-74.0,N/A
923.44,9349,-74.0,N/A
923.67,9413,-74.0,N/A
923.91,9478,-74.0,N/A
924.14,9541,-74.0,N/A
924.37,9657,-74.0,N/A
924.61,9721,-74.0,N/A
924.84,9782,-74.0,N/A
925.08,9847,-74.0,N/A
925.31,9912,-74.0,N/A
925.55,9977,-74.0,N/A
925.78,10051,-74.0,N/A
926.02,10115,-74.0,N/A
926.25,10223,-74.0,N/A
926.48,10289,-74.0,N/A
926.72,10353,-74.0,N/A
926.95,10425,-74.0,N/A
927.19,10492,-74.0,N/A
927.42,10558,-74.0,N/A
927.66,10622,-74.0,N/A
927.89,10688,-74.0,N/A
900.00,10811,-74.0,N/A
900.23,10873,-74.0,N/A
900.47,10937,-74.0,N/A
900.70,11006,-74.0,N/A
900.94,11074,-74.0,N/A
901.17,11143,-74.0,N/A
901.41,11209,-74.0,N/A
901.64,11279,-74.0,N/A
901.87,11392,-74.0,N/A
902.11,11455,-74.0,N/A
902.34,11524,-74.0,N/A
902.58,11594,-74.0,N/A
902.81,11662,-74.0,N/A
903.05,11731,-74.0,N/A
903.28,11804,-74.0,N/A
903.52,11871,-74.0,N/A
903.75,11989,-74.0,N/A
903.98,12058,-74.0,N/A
904.22,12126,-74.0,N/A
904.45,12196,-74.0,N/A
904.69,12262,-74.0,N/A
904.92,12334,-74.0,N/A
905.16,12408,-74.0,N/A
905.39,12479,-74.0,N/A
905.62,12593,-74.0,N/A
905.86,12662,-74.0,N/A
906.09,12731,-74.0,N/A
906.33,12802,-74.0,N/A
906.56,12875,-74.0,N/A
906.80,12946,-74.0,N/A
907.03,13017,-74.0,N/A
907.27,13104,-74.0,N/A
907.50,13200,-74.0,N/A
907.73,13244,-74.0,N/A
907.97,13286,-74.0,N/A
908.20,13334,-74.0,N/A
908.44,13380,-74.0,N/A
908.67,13430,-74.0,N/A
908.91,13477,-74.0,N/A
909.14,13521,-74.0,N/A
909.37,13615,-74.0,N/A
909.61,13664,-74.0,N/A
909.84,13708,-74.0,N/A
910.08,13756,-74.0,N/A
910.31,13807,-74.0,N/A
910.55,13856,-74.0,N/A
910.78,13903,-74.0,N/A
911.02,13955,-74.0,N/A
911.25,14054,-74.0,N/A
911.48,14114,-74.0,N/A
911.72,14161,-74.0,N/A
911.95,14207,-74.0,N/A
912.19,14263,-74.0,N/A
912.42,14321,-74.0,N/A
912.66,14373,-74.0,N/A
912.89,14427,-74.0,N/A
913.12,14529,-74.0,N/A
913.36,14575,-74.0,N/A
913.59,14623,-74.0,N/A
913.83,14674,-74.0,N/A
914.06,14728,-74.0,N/A
914.30,14783,-74.0,N/A
914.53,14834,-74.0,N/A
914.77,14885,-74.0,N/A
915.00,14983,-74.0,N/A
915.23,15033,-74.0,N/A
915.47,15083,-74.0,N/A
915.70,15137,-74.0,N/A
915.94,15187,-74.0,N/A
916.17,15239,-74.0,N/A
916.41,15292,-74.0,N/A
916.64,15345,-74.0,N/A
916.87,15440,-74.0,N/A
917.11,15492,-74.0,N/A
917.34,15549,-74.0,N/A
917.58,15601,-74.0,N/A
917.81,15654,-74.0,N/A
918.05,15704,-74.0,N/A
918.28,15757,-74.0,N/A
918.52,15817,-74.0,N/A
918.75,15915,-74.0,N/A
918.98,15968,-74.0,N/A
919.22,16022,-74.0,N/A
919.45,16076,-74.0,N/A
919.69,16130,-74.0,N/A
919.92,16184,-74.0,N/A
920.16,16240,-74.0,N/A
920.39,16299,-74.0,N/A
920.62,16397,-74.0,N/A
920.86,16450,-74.0,N/A
921.09,16503,-74.0,N/A
921.33,16556,-74.0,N/A
921.56,16614,-74.0,N/A
921.80,16669,-74.0,N/A
922.03,16726,-74.0,N/A
922.27,16784,-74.0,N/A
922.50,16887,-74.0,N/A
922.73,16950,-74.0,N/A
922.97,17005,-74.0,N/A
923.20,17057,-74.0,N/A
923.44,17114,-74.0,N/A
923.67,17169,-74.0,N/A
923.91,17234,-74.0,N/A
924.14,17291,-74.0,N/A
924.37,17390,-74.0,N/A
924.61,17445,-74.0,N/A
924.84,17501,-74.0,N/A
925.08,17562,-74.0,N/A
925.31,17617,-74.0,N/A
925.55,17674,-74.0,N/A
925.78,17735,-74.0,N/A
926.02,17794,-74.0,N/A
926.25,17902,-74.0,N/A
926.48,17959,-74.0,N/A
926.72,18017,-74.0,N/A
926.95,18076,-74.0,N/A
927.19,18132,-74.0,N/A
927.42,18190,-74.0,N/A
927.66,18253,-74.0,N/A
927.89,18310,-74.0,N/A
900.00,18414,-74.0,N/A
900.23,18476,-74.0,N/A
900.47,18535,-74.0,N/A
900.70,18593,-74.0,N/A
900.94,18654,-74.0,N/A
901.17,18712,-74.0,N/A
901.41,18774,-74.0,N/A
901.64,18832,-74.0,N/A
901.87,18943,-74.0,N/A
902.11,19006,-74.0,N/A
902.34,19065,-74.0,N/A
902.58,19127,-74.0,N/A
902.81,19190,-74.0,N/A
903.05,19251,-74.0,N/A
903.28,19311,-74.0,N/A
903.52,19375,-74.0,N/A
903.75,19482,-74.0,N/A
903.98,19542,-74.0,N/A
904.22,19604,-74.0,N/A
904.45,19666,-74.0,N/A
904.69,19726,-74.0,N/A
904.92,19784,-74.0,N/A
905.16,19848,-74.0,N/A
905.39,19911,-74.0,N/A
905.62,20024,-74.0,N/A
905.86,20084,-74.0,N/A
906.09,20142,-74.0,N/A
906.33,20207,-74.0,N/A
906.56,20272,-74.0,N/A
906.80,20333,-74.0,N/A
907.03,20396,-74.0,N/A
907.27,20467,-74.0,N/A
907.50,20574,-74.0,N/A
907.73,20634,-74.0,N/A
907.97,20699,-74.0,N/A
908.20,20767,-74.0,N/A
908.44,20842,-74.0,N/A
908.67,20905,-74.0,N/A
908.91,20967,-74.0,N/A
909.14,21037,-74.0,N/A
909.37,21157,-74.0,N/A
909.61,21222,-74.0,N/A
909.84,21291,-74.0,N/A
910.08,21362,-74.0,N/A
910.31,21425,-74.0,N/A
910.55,21488,-74.0,N/A
910.78,21556,-74.0,N/A
911.02,21624,-74.0,N/A
911.25,21737,-74.0,N/A
911.48,21802,-74.0,N/A
911.72,21866,-74.0,N/A
911.95,21931,-74.0,N/A
912.19,21997,-74.0,N/A
912.42,22066,-74.0,N/A
912.66,22133,-74.0,N/A
912.89,22201,-74.0,N/A
913.12,22319,-74.0,N/A
913.36,22385,-74.0,N/A
913.59,22449,-74.0,N/A
913.83,22517,-74.0,N/A
914.06,22592,-74.0,N/A
914.30,22660,-74.0,N/A
914.53,22729,-74.0,N/A
914.77,22795,-74.0,N/A
915.00,22909,-74.0,N/A
915.23,22985,-74.0,N/A
915.47,23051,-74.0,N/A
915.70,23119,-74.0,N/A
915.94,23195,-74.0,N/A
916.17,23267,-74.0,N/A
916.41,23339,-74.0,N/A
916.64,23407,-74.0,N/A
916.87,23525,-74.0,N/A
917.11,23595,-74.0,N/A
917.34,23669,-74.0,N/A
917.58,23739,-74.0,N/A
917.81,23809,-74.0,N/A
918.05,23879,-74.0,N/A
918.28,23947,-74.0,N/A
918.52,24018,-74.0,N/A
918.75,24133,-74.0,N/A
918.98,24248,-74.0,N/A
919.22,24295,-74.0,N/A
919.45,24350,-74.0,N/A
919.69,24395,-74.0,N/A
919.92,24439,-74.0,N/A
920.16,24488,-74.0,N/A
920.39,24535,-74.0,N/A
920.62,24639,-74.0,N/A
920.86,24686,-74.0,N/A
921.09,24732,-74.0,N/A
921.33,24778,-74.0,N/A
921.56,24826,-74.0,N/A
921.80,24876,-74.0,N/A
922.03,24924,-74.0,N/A
922.27,24971,-74.0,N/A
922.50,25072,-74.0,N/A
922.73,25119,-74.0,N/A
922.97,25167,-74.0,N/A
923.20,25217,-74.0,N/A
923.44,25265,-74.0,N/A
923.67,25314,-74.0,N/A
923.91,25366,-74.0,N/A
924.14,25414,-74.0,N/A
924.37,25511,-74.0,N/A
924.61,25565,-74.0,N/A
924.84,25612,-74.0,N/A
925.08,25660,-74.0,N/A
925.31,25715,-74.0,N/A
925.55,25764,-74.0,N/A
925.78,25815,-74.0,N/A
926.02,25866,-74.0,N/A
926.25,25963,-74.0,N/A
926.48,26016,-74.0,N/A
926.72,26064,-74.0,N/A
926.95,26118,-74.0,N/A
927.19,26173,-74.0,N/A
927.42,26224,-74.0,N/A
927.66,26276,-74.0,N/A
0.00,2350,-1.0,N/A
900.00,3033,-74.0,N/A
900.23,3089,-74.0,N/A
900.47,3142,-74.0,N/A
900.70,3192,-74.0,N/A
900.94,3245,-74.0,N/A
901.17,3297,-74.0,N/A
901.41,3349,-74.0,N/A
901.64,3403,-74.0,N/A
901.87,3505,-74.0,N/A
902.11,3558,-74.0,N/A
902.34,3611,-74.0,N/A
902.58,3665,-74.0,N/A
902.81,3718,-74.0,N/A
903.05,3774,-74.0,N/A
903.28,3837,-74.0,N/A
903.52,3894,-74.0,N/A
903.75,3998,-74.0,N/A
903.98,4047,-74.0,N/A
904.22,4098,-74.0,N/A
904.45,4159,-74.0,N/A
904.69,4213,-74.0,N/A
904.92,4266,-74.0,N/A
905.16,4327,-74.0,N/A
905.39,4383,-74.0,N/A
905.62,4488,-74.0,N/A
905.86,4542,-74.0,N/A
906.09,4596,-74.0,N/A
906.33,4652,-74.0,N/A
906.56,4712,-74.0,N/A
906.80,4769,-74.0,N/A
907.03,4826,-74.0,N/A
907.27,4880,-74.0,N/A
907.50,4984,-74.0,N/A
907.73,5044,-74.0,N/A
907.97,5101,-74.0,N/A
908.20,5155,-74.0,N/A
908.44,5212,-74.0,N/A
908.67,5270,-74.0,N/A
908.91,5337,-74.0,N/A
909.14,5394,-74.0,N/A
909.37,5499,-74.0,N/A
909.61,5558,-74.0,N/A
909.84,5614,-74.0,N/A
910.08,5681,-74.0,N/A
910.31,5741,-74.0,N/A
910.55,5798,-74.0,N/A
910.78,5856,-74.0,N/A
911.02,5914,-74.0,N/A
911.25,6029,-74.0,N/A
911.48,6086,-74.0,N/A
911.72,6143,-74.0,N/A
911.95,6204,-74.0,N/A
912.19,6265,-74.0,N/A
912.42,6325,-74.0,N/A
912.66,6385,-74.0,N/A
912.89,6443,-74.0,N/A
913.12,6555,-74.0,N/A
913.36,6615,-74.0,N/A
913.59,6672,-74.0,N/A
913.83,6731,-74.0,N/A
914.06,6794,-74.0,N/A
914.30,6854,-74.0,N/A
914.53,6913,-74.0,N/A
914.77,6980,-74.0,N/A
915.00,7085,-74.0,N/A
915.23,7147,-74.0,N/A
915.47,7204,-74.0,N/A
915.70,7266,-74.0,N/A
915.94,7326,-74.0,N/A
916.17,7390,-74.0,N/A
916.41,7456,-74.0,N/A
916.64,7518,-74.0,N/A
916.87,7633,-74.0,N/A
917.11,7694,-74.0,N/A
917.34,7755,-74.0,N/A
917.58,7821,-74.0,N/A
917.81,7885,-74.0,N/A
918.05,7947,-74.0,N/A
918.28,8011,-74.0,N/A
918.52,8073,-74.0,N/A
918.75,8178,-74.0,N/A
918.98,8237,-74.0,N/A
919.22,8299,-74.0,N/A
919.45,8362,-74.0,N/A
919.69,8426,-74.0,N/A
919.92,8489,-74.0,N/A
920.16,8549,-74.0,N/A
920.39,8614,-74.0,N/A
920.62,8729,-74.0,N/A
920.86,8789,-74.0,N/A
921.09,8850,-74.0,N/A
921.33,8920,-74.0,N/A
921.56,8983,-74.0,N/A
921.80,9049,-74.0,N/A
922.03,9116,-74.0,N/A
922.27,9184,-74.0,N/A
922.50,9305,-74.0,N/A
922.73,9370,-74.0,N/A
922.97,9431,-74.0,N/A
923.20,9500,-74.0,N/A
923.44,9573,-74.0,N/A
923.67,9641,-74.0,N/A
923.91,9711,-74.0,N/A
924.14,9785,-74.0,N/A
924.37,9898,-74.0,N/A
924.61,9962,-74.0,N/A
924.84,10029,-74.0,N/A
925.08,10097,-74.0,N/A
925.31,10164,-74.0,N/A
925.55,10230,-74.0,N/A
925.78,10296,-74.0,N/A
926.02,10363,-74.0,N/A
926.25,10472,-74.0,N/A
926.48,10540,-74.0,N/A
926.72,10606,-74.0,N/A
926.95,10674,-74.0,N/A
927.19,10741,-74.0,N/A
927.42,10811,-74.0,N/A
927.66,10880,-74.0,N/A
0.00,2369,-1.0,N/A
900.00,3068,-74.0,N/A
900.23,3132,-74.0,N/A
900.47,3197,-74.0,N/A
900.70,3272,-74.0,N/A
900.94,3339,-74.0,N/A
901.17,3408,-74.0,N/A
901.41,3487,-74.0,N/A
901.64,3560,-74.0,N/A
901.87,3673,-74.0,N/A
902.11,3742,-74.0,N/A
902.34,3810,-74.0,N/A
902.58,3881,-74.0,N/A
902.81,3957,-74.0,N/A
903.05,4028,-74.0,N/A
903.28,4101,-74.0,N/A
903.52,4170,-74.0,N/A
903.75,4289,-74.0,N/A
903.98,4376,-74.0,N/A
904.22,4420,-74.0,N/A
904.45,4469,-74.0,N/A
904.69,4517,-74.0,N/A
904.92,4573,-74.0,N/A
905.16,4621,-74.0,N/A
905.39,4666,-74.0,N/A
905.62,4759,-74.0,N/A
905.86,4804,-74.0,N/A
906.09,4859,-74.0,N/A
906.33,4908,-74.0,N/A
906.56,4956,-74.0,N/A
906.80,5002,-74.0,N/A
907.03,5052,-74.0,N/A
907.27,5105,-74.0,N/A
907.50,5203,-74.0,N/A
907.73,5248,-74.0,N/A
907.97,5300,-74.0,N/A
908.20,5349,-74.0,N/A
908.44,5399,-74.0,N/A
908.67,5450,-74.0,N/A
908.91,5502,-74.0,N/A
909.14,5554,-74.0,N/A
909.37,5649,-74.0,N/A
909.61,5696,-74.0,N/A
909.84,5745,-74.0,N/A
910.08,5800,-74.0,N/A
910.31,5849,-74.0,N/A
910.55,5898,-74.0,N/A
910.78,5954,-74.0,N/A
911.02,6005,-74.0,N/A
911.25,6108,-74.0,N/A
911.48,6157,-74.0,N/A
911.72,6209,-74.0,N/A
911.95,6260,-74.0,N/A
912.19,6314,-74.0,N/A
912.42,6369,-74.0,N/A
912.66,6422,-74.0,N/A
912.89,6476,-74.0,N/A
913.12,6576,-74.0,N/A
913.36,6627,-74.0,N/A
913.59,6677,-74.0,N/A
913.83,6729,-74.0,N/A
914.06,6784,-74.0,N/A
914.30,6836,-74.0,N/A
914.53,6890,-74.0,N/A
914.77,6950,-74.0,N/A
915.00,7052,-74.0,N/A
915.23,7103,-74.0,N/A
915.47,7152,-74.0,N/A
915.70,7205,-74.0,N/A
915.94,7257,-74.0,N/A
916.17,7312,-74.0,N/A
916.41,7363,-74.0,N/A
916.64,7414,-74.0,N/A
916.87,7515,-74.0,N/A
917.11,7570,-74.0,N/A
917.34,7621,-74.0,N/A
917.58,7673,-74.0,N/A
917.81,7735,-74.0,N/A
918.05,7790,-74.0,N/A
0.00,2357,-1.0,N/A
900.00,2993,-74.0,N/A
900.23,3090,-74.0,N/A
900.47,3152,-74.0,N/A
900.70,3206,-74.0,N/A
900.94,3262,-74.0,N/A
901.17,3325,-74.0,N/A
901.41,3383,-74.0,N/A
901.64,3437,-74.0,N/A
901.87,3491,-74.0,N/A
902.11,3591,-74.0,N/A
902.34,3649,-74.0,N/A
902.58,3711,-74.0,N/A
902.81,3769,-74.0,N/A
903.05,3827,-74.0,N/A
903.28,3884,-74.0,N/A
903.52,3943,-74.0,N/A
903.75,4003,-74.0,N/A
903.98,4101,-74.0,N/A
904.22,4160,-74.0,N/A
904.45,4218,-74.0,N/A
904.69,4286,-74.0,N/A
904.92,4344,-74.0,N/A
905.16,4399,-74.0,N/A
905.39,4461,-74.0,N/A
905.62,4518,-74.0,N/A
905.86,4628,-74.0,N/A
906.09,4688,-74.0,N/A
906.33,4747,-74.0,N/A
906.56,4804,-74.0,N/A
906.80,4863,-74.0,N/A
907.03,4928,-74.0,N/A
907.27,4987,-74.0,N/A
907.50,5045,-74.0,N/A
907.73,5149,-74.0,N/A
907.97,5209,-74.0,N/A
908.20,5270,-74.0,N/A
908.44,5332,-74.0,N/A
908.67,5392,-74.0,N/A
908.91,5456,-74.0,N/A
909.14,5518,-74.0,N/A
909.37,5578,-74.0,N/A
909.61,5681,-74.0,N/A
909.84,5744,-74.0,N/A
910.08,5801,-74.0,N/A
910.31,5862,-74.0,N/A
910.55,5928,-74.0,N/A
910.78,5989,-74.0,N/A
911.02,6051,-74.0,N/A
911.25,6112,-74.0,N/A
911.48,6216,-74.0,N/A
911.72,6273,-74.0,N/A
911.95,6337,-74.0,N/A
912.19,6403,-74.0,N/A
912.42,6467,-74.0,N/A
912.66,6530,-74.0,N/A
912.89,6595,-74.0,N/A
913.12,6658,-74.0,N/A
913.36,6762,-74.0,N/A
913.59,6829,-74.0,N/A
913.83,6893,-74.0,N/A
914.06,6956,-74.0,N/A
914.30,7020,-74.0,N/A
914.53,7089,-74.0,N/A
914.77,7154,-74.0,N/A
915.00,7217,-74.0,N/A
915.23,7319,-74.0,N/A
915.47,7384,-74.0,N/A
915.70,7446,-74.0,N/A
915.94,7512,-74.0,N/A
916.17,7574,-74.0,N/A
916.41,7635,-74.0,N/A
916.64,7704,-74.0,N/A
916.87,7769,-74.0,N/A
917.11,7875,-74.0,N/A
917.34,7938,-74.0,N/A
917.58,8011,-74.0,N/A
917.81,8074,-74.0,N/A
918.05,8142,-74.0,N/A
918.28,10199,-74.0,N/A
918.52,10278,-74.0,N/A
918.75,10342,-74.0,N/A
918.98,10449,-74.0,N/A
919.22,10519,-74.0,N/A
919.45,10595,-74.0,N/A
919.69,10663,-74.0,N/A
919.92,10734,-74.0,N/A
920.16,10808,-74.0,N/A
920.39,10873,-74.0,N/A
0.00,2371,-1.0,N/A
900.00,3058,-74.0,N/A
900.23,3122,-74.0,N/A
900.47,3197,-74.0,N/A
900.70,3263,-74.0,N/A
900.94,3331,-74.0,N/A
901.17,3402,-74.0,N/A
901.41,3472,-74.0,N/A
901.64,3553,-74.0,N/A
901.87,3659,-74.0,N/A
902.11,3725,-74.0,N/A
902.34,3795,-74.0,N/A
902.58,3874,-74.0,N/A
902.81,3944,-74.0,N/A
903.05,4017,-74.0,N/A
903.28,4093,-74.0,N/A
903.52,4163,-74.0,N/A
903.75,4277,-74.0,N/A
903.98,4347,-74.0,N/A
904.22,4420,-74.0,N/A
904.45,4490,-74.0,N/A
904.69,4557,-74.0,N/A
904.92,4627,-74.0,N/A
905.16,4697,-74.0,N/A
905.39,4764,-74.0,N/A
905.62,4875,-74.0,N/A
905.86,4943,-74.0,N/A
906.09,5054,-74.0,N/A
906.33,5102,-74.0,N/A
906.56,5146,-74.0,N/A
906.80,5195,-74.0,N/A
907.03,5249,-74.0,N/A
907.27,5297,-74.0,N/A
907.50,5388,-74.0,N/A
907.73,5432,-74.0,N/A
907.97,5486,-74.0,N/A
908.20,5532,-74.0,N/A
908.44,5579,-74.0,N/A
908.67,5636,-74.0,N/A
908.91,5687,-74.0,N/A
909.14,5735,-74.0,N/A
909.37,5824,-74.0,N/A
909.61,5872,-74.0,N/A
909.84,5921,-74.0,N/A
910.08,5974,-74.0,N/A
910.31,6024,-74.0,N/A
910.55,6074,-74.0,N/A
910.78,6124,-74.0,N/A
911.02,6174,-74.0,N/A
911.25,6272,-74.0,N/A
911.48,6323,-74.0,N/A
911.72,6374,-74.0,N/A
911.95,6433,-74.0,N/A
912.19,6482,-74.0,N/A
912.42,6530,-74.0,N/A
912.66,6582,-74.0,N/A
912.89,6630,-74.0,N/A
913.12,6729,-74.0,N/A
913.36,6780,-74.0,N/A
913.59,6830,-74.0,N/A
913.83,6880,-74.0,N/A
914.06,6932,-74.0,N/A
914.30,6988,-74.0,N/A
914.53,7040,-74.0,N/A
914.77,7090,-74.0,N/A
915.00,7189,-74.0,N/A
915.23,7239,-74.0,N/A
915.47,7290,-74.0,N/A
915.70,7342,-74.0,N/A
915.94,7394,-74.0,N/A
916.17,7449,-74.0,N/A
